StudentID,Name,FormType,MCQ_Number,Answer,InstructorName,CourseName,Comments,Sentiment,Emotion,Topic
54,Student_54,Online Education,1,A,,,Platform smooth,Positive,neutral,49
54,Student_54,Online Education,2,B,,,Login easy,Positive,neutral,61
54,Student_54,Online Education,3,C,,,Lectures clear,Positive,neutral,10
54,Student_54,Online Education,4,D,,,Quizzes engaging,Positive,joy,11
54,Student_54,Online Education,5,A,,,Assignments useful,Positive,neutral,17
54,Student_54,Online Education,6,B,,,Navigation simple,Neutral,neutral,20
54,Student_54,Online Education,7,C,,,Resources complete,Neutral,neutral,55
54,Student_54,Online Education,8,D,,,System stable,Neutral,neutral,7
54,Student_54,Online Education,9,A,,,Access quick,Positive,neutral,42
54,Student_54,Online Education,10,B,,,Overall positive experience,Positive,joy,48
54,Student_54,Course,1,C,,Course_44,Course organized,Neutral,neutral,46
54,Student_54,Course,2,A,,Course_44,Assignments helpful,Neutral,neutral,45
54,Student_54,Course,3,B,,Course_44,Examples clear,Positive,neutral,54
54,Student_54,Course,4,D,,Course_44,Quizzes supportive,Positive,neutral,36
54,Student_54,Course,5,C,,Course_44,Some topics challenging,Positive,fear,71
54,Student_54,Course,6,A,,Course_44,Content useful,Positive,neutral,47
54,Student_54,Course,7,B,,Course_44,Resources relevant,Positive,neutral,63
54,Student_54,Course,8,D,,Course_44,Lacked case studies,Neutral,neutral,19
54,Student_54,Course,9,C,,Course_44,Applications explained,Neutral,neutral,6
54,Student_54,Course,10,A,,Course_44,Overall positive course,Positive,joy,80
54,Student_54,Instructor,1,B,Instructor_44,,Instructor explained clearly,Positive,neutral,23
54,Student_54,Instructor,2,C,Instructor_44,,Answered questions,Neutral,neutral,8
54,Student_54,Instructor,3,A,Instructor_44,,Encouraged participation,Neutral,joy,3
54,Student_54,Instructor,4,D,Instructor_44,,Shared examples,Neutral,neutral,9
54,Student_54,Instructor,5,B,Instructor_44,,Sometimes fast,Positive,neutral,18
54,Student_54,Instructor,6,C,Instructor_44,,Provided notes,Neutral,neutral,4
54,Student_54,Instructor,7,D,Instructor_44,,Interactive style,Neutral,neutral,5
54,Student_54,Instructor,8,A,Instructor_44,,Maintained discipline,Neutral,sadness,1
54,Student_54,Instructor,9,B,Instructor_44,,Motivated students,Neutral,neutral,0
54,Student_54,Instructor,10,C,Instructor_44,,Overall excellent,Positive,neutral,56
55,Student_55,Online Education,1,D,,,Platform reliable,Neutral,neutral,30
55,Student_55,Online Education,2,B,,,Login smooth,Positive,neutral,21
55,Student_55,Online Education,3,A,,,Lectures clear,Positive,neutral,10
55,Student_55,Online Education,4,C,,,Quizzes engaging,Positive,joy,11
55,Student_55,Online Education,5,D,,,Assignments useful,Positive,neutral,17
55,Student_55,Online Education,6,B,,,Navigation easy,Positive,neutral,59
55,Student_55,Online Education,7,C,,,Resources complete,Neutral,neutral,55
55,Student_55,Online Education,8,A,,,System stable,Neutral,neutral,7
55,Student_55,Online Education,9,D,,,Access quick,Positive,neutral,42
55,Student_55,Online Education,10,B,,,Overall positive experience,Positive,joy,48
55,Student_55,Course,1,A,,Course_45,Course structured,Neutral,neutral,12
55,Student_55,Course,2,B,,Course_45,Assignments helpful,Neutral,neutral,45
55,Student_55,Course,3,C,,Course_45,Examples clear,Positive,neutral,54
55,Student_55,Course,4,D,,Course_45,Quizzes supportive,Positive,neutral,36
55,Student_55,Course,5,A,,Course_45,Some topics challenging,Positive,fear,71
55,Student_55,Course,6,C,,Course_45,Content useful,Positive,neutral,47
55,Student_55,Course,7,B,,Course_45,Resources relevant,Positive,neutral,63
55,Student_55,Course,8,D,,Course_45,Lacked case studies,Neutral,neutral,19
55,Student_55,Course,9,A,,Course_45,Applications explained,Neutral,neutral,6
55,Student_55,Course,10,B,,Course_45,Overall positive course,Positive,joy,80
55,Student_55,Instructor,1,C,Instructor_45,,Instructor explained clearly,Positive,neutral,23
55,Student_55,Instructor,2,B,Instructor_45,,Answered questions,Neutral,neutral,8
55,Student_55,Instructor,3,A,Instructor_45,,Encouraged participation,Neutral,joy,3
55,Student_55,Instructor,4,D,Instructor_45,,Shared examples,Neutral,neutral,9
55,Student_55,Instructor,5,B,Instructor_45,,Sometimes fast,Positive,neutral,18
55,Student_55,Instructor,6,C,Instructor_45,,Provided notes,Neutral,neutral,4
55,Student_55,Instructor,7,D,Instructor_45,,Interactive style,Neutral,neutral,5
55,Student_55,Instructor,8,A,Instructor_45,,Maintained discipline,Neutral,sadness,1
55,Student_55,Instructor,9,B,Instructor_45,,Motivated students,Neutral,neutral,0
55,Student_55,Instructor,10,C,Instructor_45,,Overall excellent,Positive,neutral,56
56,Student_56,Online Education,1,A,,,Platform smooth,Positive,neutral,49
56,Student_56,Online Education,2,B,,,Login easy,Positive,neutral,61
56,Student_56,Online Education,3,C,,,Lectures clear,Positive,neutral,10
56,Student_56,Online Education,4,D,,,Quizzes engaging,Positive,joy,11
56,Student_56,Online Education,5,A,,,Assignments useful,Positive,neutral,17
56,Student_56,Online Education,6,B,,,Navigation simple,Neutral,neutral,20
56,Student_56,Online Education,7,C,,,Resources complete,Neutral,neutral,55
56,Student_56,Online Education,8,D,,,System stable,Neutral,neutral,7
56,Student_56,Online Education,9,A,,,Access quick,Positive,neutral,42
56,Student_56,Online Education,10,B,,,Overall positive experience,Positive,joy,48
56,Student_56,Course,1,C,,Course_46,Course organized,Neutral,neutral,46
56,Student_56,Course,2,A,,Course_46,Assignments helpful,Neutral,neutral,45
56,Student_56,Course,3,B,,Course_46,Examples clear,Positive,neutral,54
56,Student_56,Course,4,D,,Course_46,Quizzes supportive,Positive,neutral,36
56,Student_56,Course,5,C,,Course_46,Some topics challenging,Positive,fear,71
56,Student_56,Course,6,A,,Course_46,Content useful,Positive,neutral,47
56,Student_56,Course,7,B,,Course_46,Resources relevant,Positive,neutral,63
56,Student_56,Course,8,D,,Course_46,Lacked case studies,Neutral,neutral,19
56,Student_56,Course,9,C,,Course_46,Applications explained,Neutral,neutral,6
56,Student_56,Course,10,A,,Course_46,Overall positive course,Positive,joy,80
56,Student_56,Instructor,1,B,Instructor_46,,Instructor explained clearly,Positive,neutral,23
56,Student_56,Instructor,2,C,Instructor_46,,Answered questions,Neutral,neutral,8
56,Student_56,Instructor,3,A,Instructor_46,,Encouraged participation,Neutral,joy,3
56,Student_56,Instructor,4,D,Instructor_46,,Shared examples,Neutral,neutral,9
56,Student_56,Instructor,5,B,Instructor_46,,Sometimes fast,Positive,neutral,18
56,Student_56,Instructor,6,C,Instructor_46,,Provided notes,Neutral,neutral,4
56,Student_56,Instructor,7,D,Instructor_46,,Interactive style,Neutral,neutral,5
56,Student_56,Instructor,8,A,Instructor_46,,Maintained discipline,Neutral,sadness,1
56,Student_56,Instructor,9,B,Instructor_46,,Motivated students,Neutral,neutral,0
56,Student_56,Instructor,10,C,Instructor_46,,Overall excellent,Positive,neutral,56
57,Student_57,Online Education,1,D,,,Platform reliable,Neutral,neutral,30
57,Student_57,Online Education,2,B,,,Login smooth,Positive,neutral,21
57,Student_57,Online Education,3,A,,,Lectures clear,Positive,neutral,10
57,Student_57,Online Education,4,C,,,Quizzes engaging,Positive,joy,11
57,Student_57,Online Education,5,D,,,Assignments useful,Positive,neutral,17
57,Student_57,Online Education,6,B,,,Navigation easy,Positive,neutral,59
57,Student_57,Online Education,7,C,,,Resources complete,Neutral,neutral,55
57,Student_57,Online Education,8,A,,,System stable,Neutral,neutral,7
57,Student_57,Online Education,9,D,,,Access quick,Positive,neutral,42
57,Student_57,Online Education,10,B,,,Overall positive experience,Positive,joy,48
57,Student_57,Course,1,A,,Course_47,Course structured,Neutral,neutral,12
57,Student_57,Course,2,B,,Course_47,Assignments helpful,Neutral,neutral,45
57,Student_57,Course,3,C,,Course_47,Examples clear,Positive,neutral,54
57,Student_57,Course,4,D,,Course_47,Quizzes supportive,Positive,neutral,36
57,Student_57,Course,5,A,,Course_47,Some topics challenging,Positive,fear,71
57,Student_57,Course,6,C,,Course_47,Content useful,Positive,neutral,47
57,Student_57,Course,7,B,,Course_47,Resources relevant,Positive,neutral,63
57,Student_57,Course,8,D,,Course_47,Lacked case studies,Neutral,neutral,19
57,Student_57,Course,9,A,,Course_47,Applications explained,Neutral,neutral,6
57,Student_57,Course,10,B,,Course_47,Overall positive course,Positive,joy,80
57,Student_57,Instructor,1,C,Instructor_47,,Instructor explained clearly,Positive,neutral,23
57,Student_57,Instructor,2,B,Instructor_47,,Answered questions,Neutral,neutral,8
57,Student_57,Instructor,3,A,Instructor_47,,Encouraged participation,Neutral,joy,3
57,Student_57,Instructor,4,D,Instructor_47,,Shared examples,Neutral,neutral,9
57,Student_57,Instructor,5,B,Instructor_47,,Sometimes fast,Positive,neutral,18
57,Student_57,Instructor,6,C,Instructor_47,,Provided notes,Neutral,neutral,4
57,Student_57,Instructor,7,D,Instructor_47,,Interactive style,Neutral,neutral,5
57,Student_57,Instructor,8,A,Instructor_47,,Maintained discipline,Neutral,sadness,1
57,Student_57,Instructor,9,B,Instructor_47,,Motivated students,Neutral,neutral,0
57,Student_57,Instructor,10,C,Instructor_47,,Overall excellent,Positive,neutral,56
58,Student_58,Online Education,1,A,,,Platform smooth,Positive,neutral,49
58,Student_58,Online Education,2,B,,,Login easy,Positive,neutral,61
58,Student_58,Online Education,3,C,,,Lectures clear,Positive,neutral,10
58,Student_58,Online Education,4,D,,,Quizzes engaging,Positive,joy,11
58,Student_58,Online Education,5,A,,,Assignments useful,Positive,neutral,17
58,Student_58,Online Education,6,B,,,Navigation simple,Neutral,neutral,20
58,Student_58,Online Education,7,C,,,Resources complete,Neutral,neutral,55
58,Student_58,Online Education,8,D,,,System stable,Neutral,neutral,7
58,Student_58,Online Education,9,A,,,Access quick,Positive,neutral,42
58,Student_58,Online Education,10,B,,,Overall positive experience,Positive,joy,48
58,Student_58,Course,1,C,,Course_48,Course organized,Neutral,neutral,46
58,Student_58,Course,2,A,,Course_48,Assignments helpful,Neutral,neutral,45
58,Student_58,Course,3,B,,Course_48,Examples clear,Positive,neutral,54
58,Student_58,Course,4,D,,Course_48,Quizzes supportive,Positive,neutral,36
58,Student_58,Course,5,C,,Course_48,Some topics challenging,Positive,fear,71
58,Student_58,Course,6,A,,Course_48,Content useful,Positive,neutral,47
58,Student_58,Course,7,B,,Course_48,Resources relevant,Positive,neutral,63
58,Student_58,Course,8,D,,Course_48,Lacked case studies,Neutral,neutral,19
58,Student_58,Course,9,C,,Course_48,Applications explained,Neutral,neutral,6
58,Student_58,Course,10,A,,Course_48,Overall positive course,Positive,joy,80
58,Student_58,Instructor,1,B,Instructor_48,,Instructor explained clearly,Positive,neutral,23
58,Student_58,Instructor,2,C,Instructor_48,,Answered questions,Neutral,neutral,8
58,Student_58,Instructor,3,A,Instructor_48,,Encouraged participation,Neutral,joy,3
58,Student_58,Instructor,4,D,Instructor_48,,Shared examples,Neutral,neutral,9
58,Student_58,Instructor,5,B,Instructor_48,,Sometimes fast,Positive,neutral,18
58,Student_58,Instructor,6,C,Instructor_48,,Provided notes,Neutral,neutral,4
58,Student_58,Instructor,7,D,Instructor_48,,Interactive style,Neutral,neutral,5
58,Student_58,Instructor,8,A,Instructor_48,,Maintained discipline,Neutral,sadness,1
58,Student_58,Instructor,9,B,Instructor_48,,Motivated students,Neutral,neutral,0
58,Student_58,Instructor,10,C,Instructor_48,,Overall excellent,Positive,neutral,56
59,Student_59,Online Education,1,D,,,Platform reliable,Neutral,neutral,30
59,Student_59,Online Education,2,B,,,Login smooth,Positive,neutral,21
59,Student_59,Online Education,3,A,,,Lectures clear,Positive,neutral,10
59,Student_59,Online Education,4,C,,,Quizzes engaging,Positive,joy,11
59,Student_59,Online Education,5,D,,,Assignments useful,Positive,neutral,17
59,Student_59,Online Education,6,B,,,Navigation easy,Positive,neutral,59
59,Student_59,Online Education,7,C,,,Resources complete,Neutral,neutral,55
59,Student_59,Online Education,8,A,,,System stable,Neutral,neutral,7
59,Student_59,Online Education,9,D,,,Access quick,Positive,neutral,42
59,Student_59,Online Education,10,B,,,Overall positive experience,Positive,joy,48
59,Student_59,Course,1,A,,Course_49,Course structured,Neutral,neutral,12
59,Student_59,Course,2,B,,Course_49,Assignments helpful,Neutral,neutral,45
59,Student_59,Course,3,C,,Course_49,Examples clear,Positive,neutral,54
59,Student_59,Course,4,D,,Course_49,Quizzes supportive,Positive,neutral,36
59,Student_59,Course,5,A,,Course_49,Some topics challenging,Positive,fear,71
59,Student_59,Course,6,C,,Course_49,Content useful,Positive,neutral,47
59,Student_59,Course,7,B,,Course_49,Resources relevant,Positive,neutral,63
59,Student_59,Course,8,D,,Course_49,Lacked case studies,Neutral,neutral,19
59,Student_59,Course,9,A,,Course_49,Applications explained,Neutral,neutral,6
59,Student_59,Course,10,B,,Course_49,Overall positive course,Positive,joy,80
59,Student_59,Instructor,1,C,Instructor_49,,Instructor explained clearly,Positive,neutral,23
59,Student_59,Instructor,2,B,Instructor_49,,Answered questions,Neutral,neutral,8
59,Student_59,Instructor,3,A,Instructor_49,,Encouraged participation,Neutral,joy,3
59,Student_59,Instructor,4,D,Instructor_49,,Shared examples,Neutral,neutral,9
59,Student_59,Instructor,5,B,Instructor_49,,Sometimes fast,Positive,neutral,18
59,Student_59,Instructor,6,C,Instructor_49,,Provided notes,Neutral,neutral,4
59,Student_59,Instructor,7,D,Instructor_49,,Interactive style,Neutral,neutral,5
59,Student_59,Instructor,8,A,Instructor_49,,Maintained discipline,Neutral,sadness,1
59,Student_59,Instructor,9,B,Instructor_49,,Motivated students,Neutral,neutral,0
59,Student_59,Instructor,10,C,Instructor_49,,Overall excellent,Positive,neutral,56
60,Student_60,Online Education,1,A,,,Platform smooth,Positive,neutral,49
60,Student_60,Online Education,2,B,,,Login easy,Positive,neutral,61
60,Student_60,Online Education,3,C,,,Lectures clear,Positive,neutral,10
60,Student_60,Online Education,4,D,,,Quizzes engaging,Positive,joy,11
60,Student_60,Online Education,5,A,,,Assignments useful,Positive,neutral,17
60,Student_60,Online Education,6,B,,,Navigation simple,Neutral,neutral,20
60,Student_60,Online Education,7,C,,,Resources complete,Neutral,neutral,55
60,Student_60,Online Education,8,D,,,System stable,Neutral,neutral,7
60,Student_60,Online Education,9,A,,,Access quick,Positive,neutral,42
60,Student_60,Online Education,10,B,,,Overall positive experience,Positive,joy,48
60,Student_60,Course,1,C,,Course_50,Course organized,Neutral,neutral,46
60,Student_60,Course,2,A,,Course_50,Assignments helpful,Neutral,neutral,45
60,Student_60,Course,3,B,,Course_50,Examples clear,Positive,neutral,54
60,Student_60,Course,4,D,,Course_50,Quizzes supportive,Positive,neutral,36
60,Student_60,Course,5,C,,Course_50,Some topics challenging,Positive,fear,71
60,Student_60,Course,6,A,,Course_50,Content useful,Positive,neutral,47
60,Student_60,Course,7,B,,Course_50,Resources relevant,Positive,neutral,63
60,Student_60,Course,8,D,,Course_50,Lacked case studies,Neutral,neutral,19
60,Student_60,Course,9,C,,Course_50,Applications explained,Neutral,neutral,6
60,Student_60,Course,10,A,,Course_50,Overall positive course,Positive,joy,80
60,Student_60,Instructor,1,B,Instructor_50,,Instructor explained clearly,Positive,neutral,23
60,Student_60,Instructor,2,C,Instructor_50,,Answered questions,Neutral,neutral,8
60,Student_60,Instructor,3,A,Instructor_50,,Encouraged participation,Neutral,joy,3
60,Student_60,Instructor,4,D,Instructor_50,,Shared examples,Neutral,neutral,9
60,Student_60,Instructor,5,B,Instructor_50,,Sometimes fast,Positive,neutral,18
60,Student_60,Instructor,6,C,Instructor_50,,Provided notes,Neutral,neutral,4
60,Student_60,Instructor,7,D,Instructor_50,,Interactive style,Neutral,neutral,5
60,Student_60,Instructor,8,A,Instructor_50,,Maintained discipline,Neutral,sadness,1
60,Student_60,Instructor,9,B,Instructor_50,,Motivated students,Neutral,neutral,0
60,Student_60,Instructor,10,C,Instructor_50,,Overall excellent,Positive,neutral,56
61,Student_61,Online Education,1,D,,,Platform reliable,Neutral,neutral,30
61,Student_61,Online Education,2,B,,,Login smooth,Positive,neutral,21
61,Student_61,Online Education,3,A,,,Lectures clear,Positive,neutral,10
61,Student_61,Online Education,4,C,,,Quizzes engaging,Positive,joy,11
61,Student_61,Online Education,5,D,,,Assignments useful,Positive,neutral,17
61,Student_61,Online Education,6,B,,,Navigation easy,Positive,neutral,59
61,Student_61,Online Education,7,C,,,Resources complete,Neutral,neutral,55
61,Student_61,Online Education,8,A,,,System stable,Neutral,neutral,7
61,Student_61,Online Education,9,D,,,Access quick,Positive,neutral,42
61,Student_61,Online Education,10,B,,,Overall positive experience,Positive,joy,48
61,Student_61,Course,1,A,,Course_51,Course structured,Neutral,neutral,12
61,Student_61,Course,2,B,,Course_51,Assignments helpful,Neutral,neutral,45
61,Student_61,Course,3,C,,Course_51,Examples clear,Positive,neutral,54
61,Student_61,Course,4,D,,Course_51,Quizzes supportive,Positive,neutral,36
61,Student_61,Course,5,A,,Course_51,Some topics challenging,Positive,fear,71
61,Student_61,Course,6,C,,Course_51,Content useful,Positive,neutral,47
61,Student_61,Course,7,B,,Course_51,Resources relevant,Positive,neutral,63
61,Student_61,Course,8,D,,Course_51,Lacked case studies,Neutral,neutral,19
61,Student_61,Course,9,A,,Course_51,Applications explained,Neutral,neutral,6
61,Student_61,Course,10,B,,Course_51,Overall positive course,Positive,joy,80
61,Student_61,Instructor,1,C,Instructor_51,,Instructor explained clearly,Positive,neutral,23
61,Student_61,Instructor,2,B,Instructor_51,,Answered questions,Neutral,neutral,8
61,Student_61,Instructor,3,A,Instructor_51,,Encouraged participation,Neutral,joy,3
61,Student_61,Instructor,4,D,Instructor_51,,Shared examples,Neutral,neutral,9
61,Student_61,Instructor,5,B,Instructor_51,,Sometimes fast,Positive,neutral,18
61,Student_61,Instructor,6,C,Instructor_51,,Provided notes,Neutral,neutral,4
61,Student_61,Instructor,7,D,Instructor_51,,Interactive style,Neutral,neutral,5
61,Student_61,Instructor,8,A,Instructor_51,,Maintained discipline,Neutral,sadness,1
61,Student_61,Instructor,9,B,Instructor_51,,Motivated students,Neutral,neutral,0
61,Student_61,Instructor,10,C,Instructor_51,,Overall excellent,Positive,neutral,56
62,Student_62,Online Education,1,A,,,Platform smooth,Positive,neutral,49
62,Student_62,Online Education,2,B,,,Login easy,Positive,neutral,61
62,Student_62,Online Education,3,C,,,Lectures clear,Positive,neutral,10
62,Student_62,Online Education,4,D,,,Quizzes engaging,Positive,joy,11
62,Student_62,Online Education,5,A,,,Assignments useful,Positive,neutral,17
62,Student_62,Online Education,6,B,,,Navigation simple,Neutral,neutral,20
62,Student_62,Online Education,7,C,,,Resources complete,Neutral,neutral,55
62,Student_62,Online Education,8,D,,,System stable,Neutral,neutral,7
62,Student_62,Online Education,9,A,,,Access quick,Positive,neutral,42
62,Student_62,Online Education,10,B,,,Overall positive experience,Positive,joy,48
62,Student_62,Course,1,C,,Course_52,Course organized,Neutral,neutral,46
62,Student_62,Course,2,A,,Course_52,Assignments helpful,Neutral,neutral,45
62,Student_62,Course,3,B,,Course_52,Examples clear,Positive,neutral,54
62,Student_62,Course,4,D,,Course_52,Quizzes supportive,Positive,neutral,36
62,Student_62,Course,5,C,,Course_52,Some topics challenging,Positive,fear,71
62,Student_62,Course,6,A,,Course_52,Content useful,Positive,neutral,47
62,Student_62,Course,7,B,,Course_52,Resources relevant,Positive,neutral,63
62,Student_62,Course,8,D,,Course_52,Lacked case studies,Neutral,neutral,19
62,Student_62,Course,9,C,,Course_52,Applications explained,Neutral,neutral,6
62,Student_62,Course,10,A,,Course_52,Overall positive course,Positive,joy,80
62,Student_62,Instructor,1,B,Instructor_52,,Instructor explained clearly,Positive,neutral,23
62,Student_62,Instructor,2,C,Instructor_52,,Answered questions,Neutral,neutral,8
62,Student_62,Instructor,3,A,Instructor_52,,Encouraged participation,Neutral,joy,3
62,Student_62,Instructor,4,D,Instructor_52,,Shared examples,Neutral,neutral,9
62,Student_62,Instructor,5,B,Instructor_52,,Sometimes fast,Positive,neutral,18
62,Student_62,Instructor,6,C,Instructor_52,,Provided notes,Neutral,neutral,4
62,Student_62,Instructor,7,D,Instructor_52,,Interactive style,Neutral,neutral,5
62,Student_62,Instructor,8,A,Instructor_52,,Maintained discipline,Neutral,sadness,1
62,Student_62,Instructor,9,B,Instructor_52,,Motivated students,Neutral,neutral,0
62,Student_62,Instructor,10,C,Instructor_52,,Overall excellent,Positive,neutral,56
63,Student_63,Online Education,1,D,,,Platform reliable,Neutral,neutral,30
63,Student_63,Online Education,2,B,,,Login smooth,Positive,neutral,21
63,Student_63,Online Education,3,A,,,Lectures clear,Positive,neutral,10
63,Student_63,Online Education,4,C,,,Quizzes engaging,Positive,joy,11
63,Student_63,Online Education,5,D,,,Assignments useful,Positive,neutral,17
63,Student_63,Online Education,6,B,,,Navigation easy,Positive,neutral,59
63,Student_63,Online Education,7,C,,,Resources complete,Neutral,neutral,55
63,Student_63,Online Education,8,A,,,System stable,Neutral,neutral,7
63,Student_63,Online Education,9,D,,,Access quick,Positive,neutral,42
63,Student_63,Online Education,10,B,,,Overall positive experience,Positive,joy,48
63,Student_63,Course,1,A,,Course_53,Course structured,Neutral,neutral,12
63,Student_63,Course,2,B,,Course_53,Assignments helpful,Neutral,neutral,45
63,Student_63,Course,3,C,,Course_53,Examples clear,Positive,neutral,54
63,Student_63,Course,4,D,,Course_53,Quizzes supportive,Positive,neutral,36
63,Student_63,Course,5,A,,Course_53,Some topics challenging,Positive,fear,71
63,Student_63,Course,6,C,,Course_53,Content useful,Positive,neutral,47
63,Student_63,Course,7,B,,Course_53,Resources relevant,Positive,neutral,63
63,Student_63,Course,8,D,,Course_53,Lacked case studies,Neutral,neutral,19
63,Student_63,Course,9,A,,Course_53,Applications explained,Neutral,neutral,6
63,Student_63,Course,10,B,,Course_53,Overall positive course,Positive,joy,80
63,Student_63,Instructor,1,C,Instructor_53,,Instructor explained clearly,Positive,neutral,23
63,Student_63,Instructor,2,B,Instructor_53,,Answered questions,Neutral,neutral,8
63,Student_63,Instructor,3,A,Instructor_53,,Encouraged participation,Neutral,joy,3
63,Student_63,Instructor,4,D,Instructor_53,,Shared examples,Neutral,neutral,9
63,Student_63,Instructor,5,B,Instructor_53,,Sometimes fast,Positive,neutral,18
63,Student_63,Instructor,6,C,Instructor_53,,Provided notes,Neutral,neutral,4
63,Student_63,Instructor,7,D,Instructor_53,,Interactive style,Neutral,neutral,5
63,Student_63,Instructor,8,A,Instructor_53,,Maintained discipline,Neutral,sadness,1
63,Student_63,Instructor,9,B,Instructor_53,,Motivated students,Neutral,neutral,0
63,Student_63,Instructor,10,C,Instructor_53,,Overall excellent,Positive,neutral,56
64,Student_64,Online Education,1,A,,,Platform smooth,Positive,neutral,49
64,Student_64,Online Education,2,D,,,Login was slow sometimes,Negative,neutral,14
64,Student_64,Online Education,3,B,,,Lectures clear,Positive,neutral,10
64,Student_64,Online Education,4,C,,,Quizzes were confusing,Negative,neutral,29
64,Student_64,Online Education,5,B,,,Assignments helpful,Neutral,neutral,45
64,Student_64,Online Education,6,D,,,Navigation not intuitive,Neutral,neutral,20
64,Student_64,Online Education,7,C,,,Resources okay,Positive,neutral,28
64,Student_64,Online Education,8,A,,,System crashed once,Neutral,sadness,-1
64,Student_64,Online Education,9,B,,,Access easy,Positive,neutral,52
64,Student_64,Online Education,10,C,,,Overall fair experience,Positive,neutral,27
64,Student_64,Course,1,B,,Course_54,Course content good,Positive,neutral,13
64,Student_64,Course,2,C,,Course_54,Assignments were repetitive,Negative,neutral,40
64,Student_64,Course,3,D,,Course_54,Examples were unclear,Neutral,neutral,118
64,Student_64,Course,4,A,,Course_54,Quizzes helpful,Neutral,neutral,29
64,Student_64,Course,5,B,,Course_54,Some topics too complex,Negative,neutral,67
64,Student_64,Course,6,C,,Course_54,Learning material okay,Positive,neutral,68
64,Student_64,Course,7,D,,Course_54,Could include more practice,Positive,neutral,65
64,Student_64,Course,8,A,,Course_54,Resources sufficient,Neutral,neutral,43
64,Student_64,Course,9,B,,Course_54,Practical applications missing,Negative,neutral,6
64,Student_64,Course,10,C,,Course_54,Overall average course,Neutral,neutral,100
64,Student_64,Instructor,1,D,Instructor_54,,Instructor explained quickly,Positive,neutral,72
64,Student_64,Instructor,2,B,Instructor_54,,Answered most questions,Positive,neutral,8
64,Student_64,Instructor,3,A,Instructor_54,,Encouraged participation,Neutral,joy,3
64,Student_64,Instructor,4,C,Instructor_54,,Shared examples well,Neutral,neutral,9
64,Student_64,Instructor,5,B,Instructor_54,,Sometimes too fast,Positive,neutral,26
64,Student_64,Instructor,6,D,Instructor_54,,Could be more interactive,Positive,neutral,125
64,Student_64,Instructor,7,A,Instructor_54,,Feedback helpful,Neutral,neutral,24
64,Student_64,Instructor,8,C,Instructor_54,,Maintained discipline,Neutral,sadness,1
64,Student_64,Instructor,9,B,Instructor_54,,Motivated students,Neutral,neutral,0
64,Student_64,Instructor,10,D,Instructor_54,,Overall needs improvement,Neutral,neutral,-1
65,Student_65,Online Education,1,B,,,Platform reliable,Neutral,neutral,30
65,Student_65,Online Education,2,A,,,Login fine,Positive,neutral,121
65,Student_65,Online Education,3,C,,,Lectures clear,Positive,neutral,10
65,Student_65,Online Education,4,D,,,Quizzes too easy,Positive,surprise,74
65,Student_65,Online Education,5,B,,,Assignments okay,Positive,neutral,40
65,Student_65,Online Education,6,A,,,Navigation simple,Neutral,neutral,20
65,Student_65,Online Education,7,C,,,Resources sufficient,Neutral,neutral,43
65,Student_65,Online Education,8,D,,,System crashed twice,Neutral,sadness,-1
65,Student_65,Online Education,9,A,,,Access easy,Positive,neutral,52
65,Student_65,Online Education,10,B,,,Overall average experience,Neutral,neutral,27
65,Student_65,Course,1,C,,Course_55,Course detailed,Positive,neutral,13
65,Student_65,Course,2,B,,Course_55,Assignments helpful,Neutral,neutral,45
65,Student_65,Course,3,A,,Course_55,Examples clear,Positive,neutral,54
65,Student_65,Course,4,D,,Course_55,Quizzes too simple,Neutral,surprise,74
65,Student_65,Course,5,C,,Course_55,Some topics confusing,Negative,disgust,67
65,Student_65,Course,6,B,,Course_55,Content okay,Positive,neutral,117
65,Student_65,Course,7,A,,Course_55,Resources relevant,Positive,neutral,63
65,Student_65,Course,8,D,,Course_55,Lacked depth,Neutral,neutral,77
65,Student_65,Course,9,C,,Course_55,Practical work missing,Negative,sadness,73
65,Student_65,Course,10,B,,Course_55,Overall average,Neutral,neutral,16
65,Student_65,Instructor,1,A,Instructor_55,,Instructor explained well,Neutral,neutral,72
65,Student_65,Instructor,2,D,Instructor_55,,Answered few questions,Negative,neutral,111
65,Student_65,Instructor,3,B,Instructor_55,,Encouraged interaction,Neutral,joy,115
65,Student_65,Instructor,4,C,Instructor_55,,Shared examples occasionally,Neutral,neutral,9
65,Student_65,Instructor,5,B,Instructor_55,,Sometimes too fast,Positive,neutral,26
65,Student_65,Instructor,6,A,Instructor_55,,Provided notes,Neutral,neutral,4
65,Student_65,Instructor,7,D,Instructor_55,,Feedback not clear,Neutral,neutral,24
65,Student_65,Instructor,8,C,Instructor_55,,Maintained discipline,Neutral,sadness,1
65,Student_65,Instructor,9,B,Instructor_55,,Motivated students,Neutral,neutral,0
65,Student_65,Instructor,10,A,Instructor_55,,Overall good,Positive,joy,22
66,Student_66,Online Education,1,D,,,Platform laggy,Neutral,neutral,14
66,Student_66,Online Education,2,B,,,Login okay,Positive,neutral,121
66,Student_66,Online Education,3,A,,,Lectures confusing,Negative,neutral,113
66,Student_66,Online Education,4,C,,,Quizzes fair,Positive,surprise,-1
66,Student_66,Online Education,5,D,,,Assignments irrelevant,Negative,neutral,97
66,Student_66,Online Education,6,B,,,Navigation poor,Negative,sadness,99
66,Student_66,Online Education,7,C,,,Resources outdated,Negative,neutral,33
66,Student_66,Online Education,8,A,,,System unstable,Neutral,neutral,96
