StudentID,Name,FormType,MCQ_Number,Answer,InstructorName,CourseName,Comments
51,Student_51,Online Education,9,D,,,Access quick
51,Student_51,Online Education,10,B,,,Overall positive experience
51,Student_51,Course,1,A,,Course_41,Course structured
51,Student_51,Course,2,B,,Course_41,Assignments helpful
51,Student_51,Course,3,C,,Course_41,Examples clear
51,Student_51,Course,4,D,,Course_41,Quizzes supportive
51,Student_51,Course,5,A,,Course_41,Some topics challenging
51,Student_51,Course,6,C,,Course_41,Content useful
51,Student_51,Course,7,B,,Course_41,Resources relevant
51,Student_51,Course,8,D,,Course_41,Lacked case studies
51,Student_51,Course,9,A,,Course_41,Applications explained
51,Student_51,Course,10,B,,Course_41,Overall positive course
51,Student_51,Instructor,1,D,Instructor_41,,Instructor explained clearly
51,Student_51,Instructor,2,B,Instructor_41,,Answered questions
51,Student_51,Instructor,3,C,Instructor_41,,Encouraged participation
51,Student_51,Instructor,4,A,Instructor_41,,Shared examples
51,Student_51,Instructor,5,D,Instructor_41,,Sometimes fast
51,Student_51,Instructor,6,C,Instructor_41,,Provided notes
51,Student_51,Instructor,7,B,Instructor_41,,Interactive style
51,Student_51,Instructor,8,A,Instructor_41,,Maintained discipline
51,Student_51,Instructor,9,D,Instructor_41,,Motivated students
51,Student_51,Instructor,10,B,Instructor_41,,Overall excellent

52,Student_52,Online Education,1,A,,,Platform smooth
52,Student_52,Online Education,2,B,,,Login easy
52,Student_52,Online Education,3,C,,,Lectures clear
52,Student_52,Online Education,4,D,,,Quizzes engaging
52,Student_52,Online Education,5,A,,,Assignments useful
52,Student_52,Online Education,6,B,,,Navigation simple
52,Student_52,Online Education,7,C,,,Resources complete
52,Student_52,Online Education,8,D,,,System stable
52,Student_52,Online Education,9,A,,,Access quick
52,Student_52,Online Education,10,B,,,Overall positive experience
52,Student_52,Course,1,C,,Course_42,Course organized
52,Student_52,Course,2,A,,Course_42,Assignments helpful
52,Student_52,Course,3,B,,Course_42,Examples clear
52,Student_52,Course,4,D,,Course_42,Quizzes supportive
52,Student_52,Course,5,C,,Course_42,Some topics challenging
52,Student_52,Course,6,A,,Course_42,Content useful
52,Student_52,Course,7,B,,Course_42,Resources relevant
52,Student_52,Course,8,D,,Course_42,Lacked case studies
52,Student_52,Course,9,C,,Course_42,Applications explained
52,Student_52,Course,10,A,,Course_42,Overall positive course
52,Student_52,Instructor,1,B,Instructor_42,,Instructor explained clearly
52,Student_52,Instructor,2,C,Instructor_42,,Answered questions
52,Student_52,Instructor,3,A,Instructor_42,,Encouraged participation
52,Student_52,Instructor,4,D,Instructor_42,,Shared examples
52,Student_52,Instructor,5,B,Instructor_42,,Sometimes fast
52,Student_52,Instructor,6,C,Instructor_42,,Provided notes
52,Student_52,Instructor,7,D,Instructor_42,,Interactive style
52,Student_52,Instructor,8,A,Instructor_42,,Maintained discipline
52,Student_52,Instructor,9,B,Instructor_42,,Motivated students
52,Student_52,Instructor,10,C,Instructor_42,,Overall excellent

53,Student_53,Online Education,1,D,,,Platform reliable
53,Student_53,Online Education,2,B,,,Login smooth
53,Student_53,Online Education,3,A,,,Lectures clear
53,Student_53,Online Education,4,C,,,Quizzes engaging
53,Student_53,Online Education,5,D,,,Assignments useful
53,Student_53,Online Education,6,B,,,Navigation easy
53,Student_53,Online Education,7,C,,,Resources complete
53,Student_53,Online Education,8,A,,,System stable
53,Student_53,Online Education,9,D,,,Access quick
53,Student_53,Online Education,10,B,,,Overall positive experience

53,Student_53,Course,1,A,,Course_43,Course structured
53,Student_53,Course,2,B,,Course_43,Assignments helpful
53,Student_53,Course,3,C,,Course_43,Examples clear
53,Student_53,Course,4,D,,Course_43,Quizzes supportive
53,Student_53,Course,5,A,,Course_43,Some topics challenging
53,Student_53,Course,6,C,,Course_43,Content useful
53,Student_53,Course,7,B,,Course_43,Resources relevant
53,Student_53,Course,8,D,,Course_43,Lacked case studies
53,Student_53,Course,9,A,,Course_43,Applications explained
53,Student_53,Course,10,B,,Course_43,Overall positive course

53,Student_53,Instructor,1,C,Instructor_43,,Instructor explained clearly
53,Student_53,Instructor,2,B,Instructor_43,,Answered questions
53,Student_53,Instructor,3,A,Instructor_43,,Encouraged participation
53,Student_53,Instructor,4,D,Instructor_43,,Shared examples
53,Student_53,Instructor,5,B,Instructor_43,,Sometimes fast
53,Student_53,Instructor,6,C,Instructor_43,,Provided notes
53,Student_53,Instructor,7,D,Instructor_43,,Interactive style
53,Student_53,Instructor,8,A,Instructor_43,,Maintained discipline
53,Student_53,Instructor,9,B,Instructor_43,,Motivated students
53,Student_53,Instructor,10,C,Instructor_43,,Overall excellent

54,Student_54,Online Education,1,A,,,Platform smooth
54,Student_54,Online Education,2,B,,,Login easy
54,Student_54,Online Education,3,C,,,Lectures clear
54,Student_54,Online Education,4,D,,,Quizzes engaging
54,Student_54,Online Education,5,A,,,Assignments useful
54,Student_54,Online Education,6,B,,,Navigation simple
54,Student_54,Online Education,7,C,,,Resources complete
54,Student_54,Online Education,8,D,,,System stable
54,Student_54,Online Education,9,A,,,Access quick
54,Student_54,Online Education,10,B,,,Overall positive experience
54,Student_54,Course,1,C,,Course_44,Course organized
54,Student_54,Course,2,A,,Course_44,Assignments helpful
54,Student_54,Course,3,B,,Course_44,Examples clear
54,Student_54,Course,4,D,,Course_44,Quizzes supportive
54,Student_54,Course,5,C,,Course_44,Some topics challenging
54,Student_54,Course,6,A,,Course_44,Content useful
54,Student_54,Course,7,B,,Course_44,Resources relevant
54,Student_54,Course,8,D,,Course_44,Lacked case studies
54,Student_54,Course,9,C,,Course_44,Applications explained
54,Student_54,Course,10,A,,Course_44,Overall positive course
54,Student_54,Instructor,1,B,Instructor_44,,Instructor explained clearly
54,Student_54,Instructor,2,C,Instructor_44,,Answered questions
54,Student_54,Instructor,3,A,Instructor_44,,Encouraged participation
54,Student_54,Instructor,4,D,Instructor_44,,Shared examples
54,Student_54,Instructor,5,B,Instructor_44,,Sometimes fast
54,Student_54,Instructor,6,C,Instructor_44,,Provided notes
54,Student_54,Instructor,7,D,Instructor_44,,Interactive style
54,Student_54,Instructor,8,A,Instructor_44,,Maintained discipline
54,Student_54,Instructor,9,B,Instructor_44,,Motivated students
54,Student_54,Instructor,10,C,Instructor_44,,Overall excellent

55,Student_55,Online Education,1,D,,,Platform reliable
55,Student_55,Online Education,2,B,,,Login smooth
55,Student_55,Online Education,3,A,,,Lectures clear
55,Student_55,Online Education,4,C,,,Quizzes engaging
55,Student_55,Online Education,5,D,,,Assignments useful
55,Student_55,Online Education,6,B,,,Navigation easy
55,Student_55,Online Education,7,C,,,Resources complete
55,Student_55,Online Education,8,A,,,System stable
55,Student_55,Online Education,9,D,,,Access quick
55,Student_55,Online Education,10,B,,,Overall positive experience
55,Student_55,Course,1,A,,Course_45,Course structured
55,Student_55,Course,2,B,,Course_45,Assignments helpful
55,Student_55,Course,3,C,,Course_45,Examples clear
55,Student_55,Course,4,D,,Course_45,Quizzes supportive
55,Student_55,Course,5,A,,Course_45,Some topics challenging
55,Student_55,Course,6,C,,Course_45,Content useful
55,Student_55,Course,7,B,,Course_45,Resources relevant
55,Student_55,Course,8,D,,Course_45,Lacked case studies
55,Student_55,Course,9,A,,Course_45,Applications explained
55,Student_55,Course,10,B,,Course_45,Overall positive course
55,Student_55,Instructor,1,C,Instructor_45,,Instructor explained clearly
55,Student_55,Instructor,2,B,Instructor_45,,Answered questions
55,Student_55,Instructor,3,A,Instructor_45,,Encouraged participation
55,Student_55,Instructor,4,D,Instructor_45,,Shared examples
55,Student_55,Instructor,5,B,Instructor_45,,Sometimes fast
55,Student_55,Instructor,6,C,Instructor_45,,Provided notes
55,Student_55,Instructor,7,D,Instructor_45,,Interactive style
55,Student_55,Instructor,8,A,Instructor_45,,Maintained discipline
55,Student_55,Instructor,9,B,Instructor_45,,Motivated students
55,Student_55,Instructor,10,C,Instructor_45,,Overall excellent

56,Student_56,Online Education,1,A,,,Platform smooth
56,Student_56,Online Education,2,B,,,Login easy
56,Student_56,Online Education,3,C,,,Lectures clear
56,Student_56,Online Education,4,D,,,Quizzes engaging
56,Student_56,Online Education,5,A,,,Assignments useful
56,Student_56,Online Education,6,B,,,Navigation simple
56,Student_56,Online Education,7,C,,,Resources complete
56,Student_56,Online Education,8,D,,,System stable
56,Student_56,Online Education,9,A,,,Access quick
56,Student_56,Online Education,10,B,,,Overall positive experience
56,Student_56,Course,1,C,,Course_46,Course organized
56,Student_56,Course,2,A,,Course_46,Assignments helpful
56,Student_56,Course,3,B,,Course_46,Examples clear
56,Student_56,Course,4,D,,Course_46,Quizzes supportive
56,Student_56,Course,5,C,,Course_46,Some topics challenging
56,Student_56,Course,6,A,,Course_46,Content useful
56,Student_56,Course,7,B,,Course_46,Resources relevant
56,Student_56,Course,8,D,,Course_46,Lacked case studies
56,Student_56,Course,9,C,,Course_46,Applications explained
56,Student_56,Course,10,A,,Course_46,Overall positive course
56,Student_56,Instructor,1,B,Instructor_46,,Instructor explained clearly
56,Student_56,Instructor,2,C,Instructor_46,,Answered questions
56,Student_56,Instructor,3,A,Instructor_46,,Encouraged participation
56,Student_56,Instructor,4,D,Instructor_46,,Shared examples
56,Student_56,Instructor,5,B,Instructor_46,,Sometimes fast
56,Student_56,Instructor,6,C,Instructor_46,,Provided notes
56,Student_56,Instructor,7,D,Instructor_46,,Interactive style
56,Student_56,Instructor,8,A,Instructor_46,,Maintained discipline
56,Student_56,Instructor,9,B,Instructor_46,,Motivated students
56,Student_56,Instructor,10,C,Instructor_46,,Overall excellent

57,Student_57,Online Education,1,D,,,Platform reliable
57,Student_57,Online Education,2,B,,,Login smooth
57,Student_57,Online Education,3,A,,,Lectures clear
57,Student_57,Online Education,4,C,,,Quizzes engaging
57,Student_57,Online Education,5,D,,,Assignments useful
57,Student_57,Online Education,6,B,,,Navigation easy
57,Student_57,Online Education,7,C,,,Resources complete
57,Student_57,Online Education,8,A,,,System stable
57,Student_57,Online Education,9,D,,,Access quick
57,Student_57,Online Education,10,B,,,Overall positive experience
57,Student_57,Course,1,A,,Course_47,Course structured
57,Student_57,Course,2,B,,Course_47,Assignments helpful
57,Student_57,Course,3,C,,Course_47,Examples clear
57,Student_57,Course,4,D,,Course_47,Quizzes supportive
57,Student_57,Course,5,A,,Course_47,Some topics challenging
57,Student_57,Course,6,C,,Course_47,Content useful
57,Student_57,Course,7,B,,Course_47,Resources relevant
57,Student_57,Course,8,D,,Course_47,Lacked case studies
57,Student_57,Course,9,A,,Course_47,Applications explained
57,Student_57,Course,10,B,,Course_47,Overall positive course
57,Student_57,Instructor,1,C,Instructor_47,,Instructor explained clearly
57,Student_57,Instructor,2,B,Instructor_47,,Answered questions
57,Student_57,Instructor,3,A,Instructor_47,,Encouraged participation
57,Student_57,Instructor,4,D,Instructor_47,,Shared examples
57,Student_57,Instructor,5,B,Instructor_47,,Sometimes fast
57,Student_57,Instructor,6,C,Instructor_47,,Provided notes
57,Student_57,Instructor,7,D,Instructor_47,,Interactive style
57,Student_57,Instructor,8,A,Instructor_47,,Maintained discipline
57,Student_57,Instructor,9,B,Instructor_47,,Motivated students
57,Student_57,Instructor,10,C,Instructor_47,,Overall excellent

58,Student_58,Online Education,1,A,,,Platform smooth
58,Student_58,Online Education,2,B,,,Login easy
58,Student_58,Online Education,3,C,,,Lectures clear
58,Student_58,Online Education,4,D,,,Quizzes engaging
58,Student_58,Online Education,5,A,,,Assignments useful
58,Student_58,Online Education,6,B,,,Navigation simple
58,Student_58,Online Education,7,C,,,Resources complete
58,Student_58,Online Education,8,D,,,System stable
58,Student_58,Online Education,9,A,,,Access quick
58,Student_58,Online Education,10,B,,,Overall positive experience
58,Student_58,Course,1,C,,Course_48,Course organized
58,Student_58,Course,2,A,,Course_48,Assignments helpful
58,Student_58,Course,3,B,,Course_48,Examples clear
58,Student_58,Course,4,D,,Course_48,Quizzes supportive
58,Student_58,Course,5,C,,Course_48,Some topics challenging
58,Student_58,Course,6,A,,Course_48,Content useful
58,Student_58,Course,7,B,,Course_48,Resources relevant
58,Student_58,Course,8,D,,Course_48,Lacked case studies
58,Student_58,Course,9,C,,Course_48,Applications explained
58,Student_58,Course,10,A,,Course_48,Overall positive course
58,Student_58,Instructor,1,B,Instructor_48,,Instructor explained clearly
58,Student_58,Instructor,2,C,Instructor_48,,Answered questions
58,Student_58,Instructor,3,A,Instructor_48,,Encouraged participation
58,Student_58,Instructor,4,D,Instructor_48,,Shared examples
58,Student_58,Instructor,5,B,Instructor_48,,Sometimes fast
58,Student_58,Instructor,6,C,Instructor_48,,Provided notes
58,Student_58,Instructor,7,D,Instructor_48,,Interactive style
58,Student_58,Instructor,8,A,Instructor_48,,Maintained discipline
58,Student_58,Instructor,9,B,Instructor_48,,Motivated students
58,Student_58,Instructor,10,C,Instructor_48,,Overall excellent

59,Student_59,Online Education,1,D,,,Platform reliable
59,Student_59,Online Education,2,B,,,Login smooth
59,Student_59,Online Education,3,A,,,Lectures clear
59,Student_59,Online Education,4,C,,,Quizzes engaging
59,Student_59,Online Education,5,D,,,Assignments useful
59,Student_59,Online Education,6,B,,,Navigation easy
59,Student_59,Online Education,7,C,,,Resources complete
59,Student_59,Online Education,8,A,,,System stable
59,Student_59,Online Education,9,D,,,Access quick
59,Student_59,Online Education,10,B,,,Overall positive experience
59,Student_59,Course,1,A,,Course_49,Course structured
59,Student_59,Course,2,B,,Course_49,Assignments helpful
59,Student_59,Course,3,C,,Course_49,Examples clear
59,Student_59,Course,4,D,,Course_49,Quizzes supportive
59,Student_59,Course,5,A,,Course_49,Some topics challenging
59,Student_59,Course,6,C,,Course_49,Content useful
59,Student_59,Course,7,B,,Course_49,Resources relevant
59,Student_59,Course,8,D,,Course_49,Lacked case studies
59,Student_59,Course,9,A,,Course_49,Applications explained
59,Student_59,Course,10,B,,Course_49,Overall positive course
59,Student_59,Instructor,1,C,Instructor_49,,Instructor explained clearly
59,Student_59,Instructor,2,B,Instructor_49,,Answered questions
59,Student_59,Instructor,3,A,Instructor_49,,Encouraged participation
59,Student_59,Instructor,4,D,Instructor_49,,Shared examples
59,Student_59,Instructor,5,B,Instructor_49,,Sometimes fast
59,Student_59,Instructor,6,C,Instructor_49,,Provided notes
59,Student_59,Instructor,7,D,Instructor_49,,Interactive style
59,Student_59,Instructor,8,A,Instructor_49,,Maintained discipline
59,Student_59,Instructor,9,B,Instructor_49,,Motivated students
59,Student_59,Instructor,10,C,Instructor_49,,Overall excellent

60,Student_60,Online Education,1,A,,,Platform smooth
60,Student_60,Online Education,2,B,,,Login easy
60,Student_60,Online Education,3,C,,,Lectures clear
60,Student_60,Online Education,4,D,,,Quizzes engaging
60,Student_60,Online Education,5,A,,,Assignments useful
60,Student_60,Online Education,6,B,,,Navigation simple
60,Student_60,Online Education,7,C,,,Resources complete
60,Student_60,Online Education,8,D,,,System stable
60,Student_60,Online Education,9,A,,,Access quick
60,Student_60,Online Education,10,B,,,Overall positive experience
60,Student_60,Course,1,C,,Course_50,Course organized
60,Student_60,Course,2,A,,Course_50,Assignments helpful
60,Student_60,Course,3,B,,Course_50,Examples clear
60,Student_60,Course,4,D,,Course_50,Quizzes supportive
60,Student_60,Course,5,C,,Course_50,Some topics challenging
60,Student_60,Course,6,A,,Course_50,Content useful
60,Student_60,Course,7,B,,Course_50,Resources relevant
60,Student_60,Course,8,D,,Course_50,Lacked case studies
60,Student_60,Course,9,C,,Course_50,Applications explained
60,Student_60,Course,10,A,,Course_50,Overall positive course
60,Student_60,Instructor,1,B,Instructor_50,,Instructor explained clearly
60,Student_60,Instructor,2,C,Instructor_50,,Answered questions
60,Student_60,Instructor,3,A,Instructor_50,,Encouraged participation
60,Student_60,Instructor,4,D,Instructor_50,,Shared examples
60,Student_60,Instructor,5,B,Instructor_50,,Sometimes fast
60,Student_60,Instructor,6,C,Instructor_50,,Provided notes
60,Student_60,Instructor,7,D,Instructor_50,,Interactive style
60,Student_60,Instructor,8,A,Instructor_50,,Maintained discipline
60,Student_60,Instructor,9,B,Instructor_50,,Motivated students
60,Student_60,Instructor,10,C,Instructor_50,,Overall excellent

61,Student_61,Online Education,1,D,,,Platform reliable
61,Student_61,Online Education,2,B,,,Login smooth
61,Student_61,Online Education,3,A,,,Lectures clear
61,Student_61,Online Education,4,C,,,Quizzes engaging
61,Student_61,Online Education,5,D,,,Assignments useful
61,Student_61,Online Education,6,B,,,Navigation easy
61,Student_61,Online Education,7,C,,,Resources complete
61,Student_61,Online Education,8,A,,,System stable
61,Student_61,Online Education,9,D,,,Access quick
61,Student_61,Online Education,10,B,,,Overall positive experience
61,Student_61,Course,1,A,,Course_51,Course structured
61,Student_61,Course,2,B,,Course_51,Assignments helpful
61,Student_61,Course,3,C,,Course_51,Examples clear
61,Student_61,Course,4,D,,Course_51,Quizzes supportive
61,Student_61,Course,5,A,,Course_51,Some topics challenging
61,Student_61,Course,6,C,,Course_51,Content useful
61,Student_61,Course,7,B,,Course_51,Resources relevant
61,Student_61,Course,8,D,,Course_51,Lacked case studies
61,Student_61,Course,9,A,,Course_51,Applications explained
61,Student_61,Course,10,B,,Course_51,Overall positive course
61,Student_61,Instructor,1,C,Instructor_51,,Instructor explained clearly
61,Student_61,Instructor,2,B,Instructor_51,,Answered questions
61,Student_61,Instructor,3,A,Instructor_51,,Encouraged participation
61,Student_61,Instructor,4,D,Instructor_51,,Shared examples
61,Student_61,Instructor,5,B,Instructor_51,,Sometimes fast
61,Student_61,Instructor,6,C,Instructor_51,,Provided notes
61,Student_61,Instructor,7,D,Instructor_51,,Interactive style
61,Student_61,Instructor,8,A,Instructor_51,,Maintained discipline
61,Student_61,Instructor,9,B,Instructor_51,,Motivated students
61,Student_61,Instructor,10,C,Instructor_51,,Overall excellent

62,Student_62,Online Education,1,A,,,Platform smooth
62,Student_62,Online Education,2,B,,,Login easy
62,Student_62,Online Education,3,C,,,Lectures clear
62,Student_62,Online Education,4,D,,,Quizzes engaging
62,Student_62,Online Education,5,A,,,Assignments useful
62,Student_62,Online Education,6,B,,,Navigation simple
62,Student_62,Online Education,7,C,,,Resources complete
62,Student_62,Online Education,8,D,,,System stable
62,Student_62,Online Education,9,A,,,Access quick
62,Student_62,Online Education,10,B,,,Overall positive experience
62,Student_62,Course,1,C,,Course_52,Course organized
62,Student_62,Course,2,A,,Course_52,Assignments helpful
62,Student_62,Course,3,B,,Course_52,Examples clear
62,Student_62,Course,4,D,,Course_52,Quizzes supportive
62,Student_62,Course,5,C,,Course_52,Some topics challenging
62,Student_62,Course,6,A,,Course_52,Content useful
62,Student_62,Course,7,B,,Course_52,Resources relevant
62,Student_62,Course,8,D,,Course_52,Lacked case studies
62,Student_62,Course,9,C,,Course_52,Applications explained
62,Student_62,Course,10,A,,Course_52,Overall positive course
62,Student_62,Instructor,1,B,Instructor_52,,Instructor explained clearly
62,Student_62,Instructor,2,C,Instructor_52,,Answered questions
62,Student_62,Instructor,3,A,Instructor_52,,Encouraged participation
62,Student_62,Instructor,4,D,Instructor_52,,Shared examples
62,Student_62,Instructor,5,B,Instructor_52,,Sometimes fast
62,Student_62,Instructor,6,C,Instructor_52,,Provided notes
62,Student_62,Instructor,7,D,Instructor_52,,Interactive style
62,Student_62,Instructor,8,A,Instructor_52,,Maintained discipline
62,Student_62,Instructor,9,B,Instructor_52,,Motivated students
62,Student_62,Instructor,10,C,Instructor_52,,Overall excellent

63,Student_63,Online Education,1,D,,,Platform reliable
63,Student_63,Online Education,2,B,,,Login smooth
63,Student_63,Online Education,3,A,,,Lectures clear
63,Student_63,Online Education,4,C,,,Quizzes engaging
63,Student_63,Online Education,5,D,,,Assignments useful
63,Student_63,Online Education,6,B,,,Navigation easy
63,Student_63,Online Education,7,C,,,Resources complete
63,Student_63,Online Education,8,A,,,System stable
63,Student_63,Online Education,9,D,,,Access quick
63,Student_63,Online Education,10,B,,,Overall positive experience
63,Student_63,Course,1,A,,Course_53,Course structured
63,Student_63,Course,2,B,,Course_53,Assignments helpful
63,Student_63,Course,3,C,,Course_53,Examples clear
63,Student_63,Course,4,D,,Course_53,Quizzes supportive
63,Student_63,Course,5,A,,Course_53,Some topics challenging
63,Student_63,Course,6,C,,Course_53,Content useful
63,Student_63,Course,7,B,,Course_53,Resources relevant
63,Student_63,Course,8,D,,Course_53,Lacked case studies
63,Student_63,Course,9,A,,Course_53,Applications explained
63,Student_63,Course,10,B,,Course_53,Overall positive course
63,Student_63,Instructor,1,C,Instructor_53,,Instructor explained clearly
63,Student_63,Instructor,2,B,Instructor_53,,Answered questions
63,Student_63,Instructor,3,A,Instructor_53,,Encouraged participation
63,Student_63,Instructor,4,D,Instructor_53,,Shared examples
63,Student_63,Instructor,5,B,Instructor_53,,Sometimes fast
63,Student_63,Instructor,6,C,Instructor_53,,Provided notes
63,Student_63,Instructor,7,D,Instructor_53,,Interactive style
63,Student_63,Instructor,8,A,Instructor_53,,Maintained discipline
63,Student_63,Instructor,9,B,Instructor_53,,Motivated students
63,Student_63,Instructor,10,C,Instructor_53,,Overall excellent

64,Student_64,Online Education,1,A,,,Platform smooth
64,Student_64,Online Education,2,D,,,Login was slow sometimes
64,Student_64,Online Education,3,B,,,Lectures clear
64,Student_64,Online Education,4,C,,,Quizzes were confusing
64,Student_64,Online Education,5,B,,,Assignments helpful
64,Student_64,Online Education,6,D,,,Navigation not intuitive
64,Student_64,Online Education,7,C,,,Resources okay
64,Student_64,Online Education,8,A,,,System crashed once
64,Student_64,Online Education,9,B,,,Access easy
64,Student_64,Online Education,10,C,,,Overall fair experience

64,Student_64,Course,1,B,,Course_54,Course content good
64,Student_64,Course,2,C,,Course_54,Assignments were repetitive
64,Student_64,Course,3,D,,Course_54,Examples were unclear
64,Student_64,Course,4,A,,Course_54,Quizzes helpful
64,Student_64,Course,5,B,,Course_54,Some topics too complex
64,Student_64,Course,6,C,,Course_54,Learning material okay
64,Student_64,Course,7,D,,Course_54,Could include more practice
64,Student_64,Course,8,A,,Course_54,Resources sufficient
64,Student_64,Course,9,B,,Course_54,Practical applications missing
64,Student_64,Course,10,C,,Course_54,Overall average course

64,Student_64,Instructor,1,D,Instructor_54,,Instructor explained quickly
64,Student_64,Instructor,2,B,Instructor_54,,Answered most questions
64,Student_64,Instructor,3,A,Instructor_54,,Encouraged participation
64,Student_64,Instructor,4,C,Instructor_54,,Shared examples well
64,Student_64,Instructor,5,B,Instructor_54,,Sometimes too fast
64,Student_64,Instructor,6,D,Instructor_54,,Could be more interactive
64,Student_64,Instructor,7,A,Instructor_54,,Feedback helpful
64,Student_64,Instructor,8,C,Instructor_54,,Maintained discipline
64,Student_64,Instructor,9,B,Instructor_54,,Motivated students
64,Student_64,Instructor,10,D,Instructor_54,,Overall needs improvement

65,Student_65,Online Education,1,B,,,Platform reliable
65,Student_65,Online Education,2,A,,,Login fine
65,Student_65,Online Education,3,C,,,Lectures clear
65,Student_65,Online Education,4,D,,,Quizzes too easy
65,Student_65,Online Education,5,B,,,Assignments okay
65,Student_65,Online Education,6,A,,,Navigation simple
65,Student_65,Online Education,7,C,,,Resources sufficient
65,Student_65,Online Education,8,D,,,System crashed twice
65,Student_65,Online Education,9,A,,,Access easy
65,Student_65,Online Education,10,B,,,Overall average experience

65,Student_65,Course,1,C,,Course_55,Course detailed
65,Student_65,Course,2,B,,Course_55,Assignments helpful
65,Student_65,Course,3,A,,Course_55,Examples clear
65,Student_65,Course,4,D,,Course_55,Quizzes too simple
65,Student_65,Course,5,C,,Course_55,Some topics confusing
65,Student_65,Course,6,B,,Course_55,Content okay
65,Student_65,Course,7,A,,Course_55,Resources relevant
65,Student_65,Course,8,D,,Course_55,Lacked depth
65,Student_65,Course,9,C,,Course_55,Practical work missing
65,Student_65,Course,10,B,,Course_55,Overall average

65,Student_65,Instructor,1,A,Instructor_55,,Instructor explained well
65,Student_65,Instructor,2,D,Instructor_55,,Answered few questions
65,Student_65,Instructor,3,B,Instructor_55,,Encouraged interaction
65,Student_65,Instructor,4,C,Instructor_55,,Shared examples occasionally
65,Student_65,Instructor,5,B,Instructor_55,,Sometimes too fast
65,Student_65,Instructor,6,A,Instructor_55,,Provided notes
65,Student_65,Instructor,7,D,Instructor_55,,Feedback not clear
65,Student_65,Instructor,8,C,Instructor_55,,Maintained discipline
65,Student_65,Instructor,9,B,Instructor_55,,Motivated students
65,Student_65,Instructor,10,A,Instructor_55,,Overall good

66,Student_66,Online Education,1,D,,,Platform laggy
66,Student_66,Online Education,2,B,,,Login okay
66,Student_66,Online Education,3,A,,,Lectures confusing
66,Student_66,Online Education,4,C,,,Quizzes fair
66,Student_66,Online Education,5,D,,,Assignments irrelevant
66,Student_66,Online Education,6,B,,,Navigation poor
66,Student_66,Online Education,7,C,,,Resources outdated
66,Student_66,Online Education,8,A,,,System unstable
66,Student_66,Online Education,9,D,,,Access slow
66,Student_66,Online Education,10,B,,,Overall poor experience

66,Student_66,Course,1,A,,Course_56,Course not structured
66,Student_66,Course,2,C,,Course_56,Assignments confusing
66,Student_66,Course,3,B,,Course_56,Examples unclear
66,Student_66,Course,4,D,,Course_56,Quizzes too hard
66,Student_66,Course,5,A,,Course_56,Content irrelevant
66,Student_66,Course,6,C,,Course_56,Material not helpful
66,Student_66,Course,7,B,,Course_56,Resources missing
66,Student_66,Course,8,D,,Course_56,Lacked practical work
66,Student_66,Course,9,A,,Course_56,Applications missing
66,Student_66,Course,10,C,,Course_56,Overall poor course

66,Student_66,Instructor,1,D,Instructor_56,,Instructor not clear
66,Student_66,Instructor,2,B,Instructor_56,,Answered few doubts
66,Student_66,Instructor,3,C,Instructor_56,,Encouraged little participation
66,Student_66,Instructor,4,A,Instructor_56,,Shared few examples
66,Student_66,Instructor,5,D,Instructor_56,,Sometimes too fast
66,Student_66,Instructor,6,B,Instructor_56,,Provided minimal notes
66,Student_66,Instructor,7,C,Instructor_56,,Interactive style poor
66,Student_66,Instructor,8,A,Instructor_56,,Discipline not maintained
66,Student_66,Instructor,9,D,Instructor_56,,Motivation lacking
66,Student_66,Instructor,10,B,Instructor_56,,Overall poor teacher

67,Student_67,Online Education,1,B,,,Platform worked well
67,Student_67,Online Education,2,C,,,Login sometimes slow
67,Student_67,Online Education,3,A,,,Lectures clear
67,Student_67,Online Education,4,D,,,Quizzes easy
67,Student_67,Online Education,5,B,,,Assignments okay
67,Student_67,Online Education,6,C,,,Navigation simple
67,Student_67,Online Education,7,D,,,Resources useful
67,Student_67,Online Education,8,A,,,System reliable
67,Student_67,Online Education,9,B,,,Access good
67,Student_67,Online Education,10,C,,,Overall positive

67,Student_67,Course,1,A,,Course_57,Course clear
67,Student_67,Course,2,B,,Course_57,Assignments supportive
67,Student_67,Course,3,C,,Course_57,Examples clear
67,Student_67,Course,4,D,,Course_57,Quizzes engaging
67,Student_67,Course,5,A,,Course_57,Some topics difficult
67,Student_67,Course,6,B,,Course_57,Material helpful
67,Student_67,Course,7,C,,Course_57,Resources okay
67,Student_67,Course,8,D,,Course_57,Lacked real examples
67,Student_67,Course,9,A,,Course_57,Applications relevant
67,Student_67,Course,10,B,,Course_57,Overall good

67,Student_67,Instructor,1,C,Instructor_57,,Instructor explained well
67,Student_67,Instructor,2,B,Instructor_57,,Answered queries
67,Student_67,Instructor,3,D,Instructor_57,,Encouraged participation
67,Student_67,Instructor,4,A,Instructor_57,,Shared examples
67,Student_67,Instructor,5,C,Instructor_57,,Sometimes fast
67,Student_67,Instructor,6,B,Instructor_57,,Provided notes
67,Student_67,Instructor,7,D,Instructor_57,,Interactive style good
67,Student_67,Instructor,8,A,Instructor_57,,Maintained discipline
67,Student_67,Instructor,9,C,Instructor_57,,Motivated students
67,Student_67,Instructor,10,B,Instructor_57,,Overall positive

68,Student_68,Online Education,1,D,,,Platform slow
